Date,,Bicenntenial Bikeway,Bicentennial Bikeway Pedestrians Inbound,Bicentennial Bikeway Pedestrians Outbound,Bicentennial Bikeway Cyclists Inbound,Bicentennial Bikeway Cyclists Outbound,Bishop Street Enoggera,Bishop Street Pedestrians Inbound,Bishop Street Pedestrians Outbound,Bishop Street Cyclists Inbound,Bishop Street Cyclists Outbound,Ekibin Park,Ekibin Park Pedestrians Inbound,Ekibin Park Pedestrians Outbound,Ekibin Park Cyclists Inbound,Ekibin Park Cyclists Outbound,Eleanor Schonell Bridge Cyclists,Eleanor Schonell Bridge Cyclists Inbound,Eleanor Schonell Bridge Cyclists Outbound,Eleanor Schonell Bridge Pedestrians,Eleanor Schonell Bridge Pedestrians Inbound,Eleanor Schonell Bridge Pedestrians Outbound,Go Between Bridge Cyclists,Go Between Bridge Cyclists Inbound,Go Between Bridge Cyclists Outbound,Go Between Bridge Pedestrians,Go Between Bridge Pedestrians Inbound,Go Between Bridge Pedestrians Outbound,Granville Street Bridge,Granville Street Bridge Pedestrians Inbound,Granville Street Bridge Pedestrians Outbound,Granville Street Bridge Cyclists Inbound,Granville Street Bridge Cyclists Outbound,Jack Pesch Bridge,Jack Pesch Bridge Pedestrians Inbound,Jack Pesch Bridge Pedestrians Outbound,Jack Pesch Bridge Cyclists Outbound,Jack Pesch Bridge Cyclists Inbound,Kangaroo Point Bikeway,Kangaroo Point Bikeway Pedestrians Inbound,Kangaroo Point Bikeway Pedestrians Outbound,Kangaroo Point Bikeway Cyclists Inbound,Kangaroo Point Bikeway Cyclists Outbound,Kedron Brook Bikeway Lutwyche,Kedron Brook Bikeway Lutwyche Pedestrians Inbound,Kedron Brook Bikeway Lutwyche Pedestrians Outbound,Kedron Brook Bikeway Lutwyche Cyclists Inbound,Kedron Brook Bikeway Lutwyche Cyclists Outbound,Kedron Brook Bikeway Mitchelton,Kedron Brook Bikeway Mitchelton Pedestrian Inbound,Kedron Brook Bikeway Mitchelton Pedestrian Outbound,Kedron Brook Bikeway Mitchelton Cyclist Inbound,Kedron Brook Bikeway Mitchelton Cyclist Outbound,Lambert Road Indooroopilly,Lambert Road Indooroopilly Cyclists Inbound,Lambert Road Indooroopilly Cyclists Outbound,Norman Park,Norman Park Pedestrians Inbound,Norman Park Pedestrians Outbound,Norman Park Cyclists Inbound,Norman Park Cyclists Outbound,North Brisbane Bikeway Windsor,North Brisbane Bikeway Mann Park Windsor Pedestrian Inbound,North Brisbane Bikeway Mann Park Windsor Pedestrian Outbound,North Brisbane Bikeway Mann Park Windsor Cyclists Inbound,North Brisbane Bikeway Mann Park Windsor Cyclists Outbound,Riverwalk,Riverwalk Pedestrians Inbound,Riverwalk Pedestrians Outbound,Riverwalk Cyclists Inbound,Riverwalk Cyclists Outbound,Schulz Canal Bridge,Schulz Canal Bridge Pedestrians Inbound,Schulz Canal Bridge Pedestrians Outbound,Schulz Canal Bridge Cyclists Inbound,Schulz Canal Bridge Cyclists Outbound,Stanley Street Cyclists,Stanley Street Cyclists Inbound,Stanley Street Cyclists Outbound,Stanley Street on-road Cyclists Inbound,Story Bridge East ,Story Bridge East Pedestrian Inbound,Story Bridge East Pedestrian Outbound,Story Bridge East Cyclists Inbound,Story Bridge East Cyclists Outbound,Story Bridge West ,Story Bridge West Pedestrian Inbound,Story Bridge West Pedestrian Outbound,Story Bridge West Cyclists Inbound,Story Bridge West Cyclists Outbound
19/06/2014,0:00,4223,1630,1900,360,333,,,,,,,,,,,1656,820,836,2183,1153,1030,,,,,,,,,,,,,,,,,,,,,,633,135,136,166,196,,,,,,,,,,,,,,0,0,0,0,0,,,,,,157,22,20,60,55,,,,,0,0,0,0,0,0,0,0,0,0
20/06/2014,0:00,3619,1170,1586,460,403,,,,,,,,,,,1359,670,689,2235,1144,1091,,,,,,,,,,,,,,,,,,,,,,633,180,158,147,148,,,,,,,,,,,,,,0,0,0,0,0,,,,,,135,21,20,45,49,,,,,0,0,0,0,0,0,0,0,0,0
21/06/2014,0:00,4423,1289,1847,645,642,,,,,,,,,,,1072,510,562,1782,874,908,,,,,,,,,,,,,,,,,,,,,,1389,292,296,402,399,,,,,,,,,,,,,,0,0,0,0,0,,,,,,200,28,33,72,67,,,,,0,0,0,0,0,0,0,0,0,0
22/06/2014,0:00,5023,1542,2126,720,635,,,,,,,,,,,1051,507,544,1271,621,650,,,,,,,,,,,,,,,,,,,,,,1784,336,298,581,569,,,,,,,,,,,,,,0,0,0,0,0,,,,,,205,26,21,82,76,,,,,0,0,0,0,0,0,0,0,0,0
23/06/2014,0:00,5329,1862,2180,656,631,,,,,,,,,,,1788,872,916,2428,1262,1166,,,,,,,,,,,,,,,,,,,,,,998,253,258,254,233,,,,,,,,,,,,,,0,0,0,0,0,,,,,,190,23,24,74,69,,,,,0,0,0,0,0,0,0,0,0,0
24/06/2014,0:00,5210,1938,2250,512,510,,,,,,,,,,,1928,947,981,2292,1183,1109,,,,,,,,,,,,,,,,,,,,,,932,201,195,277,259,,,,,,,,,,,,,,0,0,0,0,0,,,,,,221,30,29,81,81,,,,,0,0,0,0,0,0,0,0,0,0
25/06/2014,0:00,5094,1849,2131,573,541,,,,,,,,,,,1663,790,873,2265,1182,1083,,,,,,,,,,,,,,,,,,,,,,838,194,174,242,228,,,,,,,,,,,,,,0,0,0,0,0,,,,,,200,34,21,72,73,,,,,0,0,0,0,0,0,0,0,0,0
26/06/2014,0:00,4949,1801,2131,521,496,,,,,,,,,,,1746,844,902,2070,1082,988,,,,,,,,,,,,,,,,,,,,,,982,219,205,271,287,,,,,,,,,,,,,,0,0,0,0,0,,,,,,165,21,24,64,56,,,,,0,0,0,0,0,0,0,0,0,0
27/06/2014,0:00,4448,1498,2076,442,432,,,,,,,,,,,1546,726,820,1882,997,885,,,,,,,,,,,,,,,,,,,,,,775,189,165,220,201,,,,,,,,,,,,,,0,0,0,0,0,,,,,,193,30,30,67,66,,,,,0,0,0,0,0,0,0,0,0,0
28/06/2014,0:00,4022,1127,1837,530,528,,,,,,,,,,,865,391,474,998,483,515,,,,,,,,,,,,,,,,,,,,,,1040,243,236,276,285,,,,,,,,,,,,,,0,0,0,0,0,,,,,,148,33,22,47,46,,,,,0,0,0,0,0,0,0,0,0,0
29/06/2014,0:00,3735,997,1688,527,523,,,,,,,,,,,863,398,465,946,469,477,,,,,,,,,,,,,,,,,,,,,,1237,293,277,342,325,,,,,,,,,,,,,,80,37,17,9,17,,,,,,203,21,13,87,82,,,,,0,0,0,0,0,0,0,0,0,0
30/06/2014,0:00,4340,1473,1824,509,534,,,,,,,,,,,1389,669,720,1637,837,800,,,,,,,,,,,,,,,,,,,,,,847,225,201,212,209,,,,,,,,,,,,,,278,73,69,62,74,,,,,,172,26,20,59,67,,,,,0,0,0,0,0,0,0,0,0,0
1/07/2014,0:00,5171,1806,2272,514,579,,,,,,,,,,,1574,792,782,1727,888,839,,,,,,,,,,,,,,,,,,,,,,917,204,214,245,254,,,,,,,,,,,,,,255,54,35,74,92,,,,,,199,29,21,82,67,,,,,0,0,0,0,0,0,0,0,0,0
2/07/2014,0:00,4895,1639,2073,572,611,,,,,,,,,,,1425,693,732,1639,844,795,,,,,,,,,,,,,,,,,,,,,,1027,235,222,281,289,,,,,,,,,,,,,,241,57,36,67,81,,,,,,209,27,22,84,76,,,,,0,0,0,0,0,0,0,0,0,0
3/07/2014,0:00,4699,1585,1939,572,603,,,,,,,,,,,1446,717,729,1631,836,795,,,,,,,,,,,,,,,,,,,,,,937,198,188,279,272,,,,,,,,,,,,,,260,50,40,75,95,,,,,,205,29,21,80,75,,,,,0,0,0,0,0,0,0,0,0,0
4/07/2014,0:00,4193,1387,1888,459,459,,,,,,,,,,,1312,627,685,1435,760,675,,,,,,,,,,,,,,,,,,,,,,866,181,186,256,243,,,,,,,,,,,,,,199,58,35,43,63,,,,,,163,23,15,61,64,,,,,0,0,0,0,0,0,0,0,0,0
5/07/2014,0:00,3918,1114,1794,504,506,,,,,,,,,,,851,403,448,938,472,466,,,,,,,,,,,,,,,,,,,,,,1263,261,259,380,363,,,,,,,,,,,,,,139,31,32,26,50,,,,,,146,13,19,58,56,,,,,0,0,0,0,0,0,0,0,0,0
6/07/2014,0:00,4183,1189,1828,584,582,,,,,,,,,,,1092,560,532,843,422,421,1326,809,517,,,,,,,,,,,,,,,,,,,1591,310,288,508,485,,,,,,,,,,,,,,201,42,49,39,71,,,,,,213,23,21,92,77,,,,,0,0,0,0,0,0,0,0,0,0
7/07/2014,0:00,4650,1565,1824,616,645,,,,,,,,,,,1457,713,744,1745,917,828,1117,644,473,,,,,,,,,,,,,,,,,,,954,253,242,236,223,,,,,,,,,,,,,,282,59,57,82,84,,,,,,184,26,28,70,60,,,,,0,0,0,0,0,0,0,0,0,0
8/07/2014,0:00,5439,1809,2320,615,695,,,,,,,,,,,1673,819,854,1780,931,849,1311,813,498,,,,,,,,,,,,,,,,,,,939,206,206,260,267,,,,,,,,,,,,,,359,79,67,92,121,,,,,,211,28,34,81,68,,,,,0,0,0,0,0,0,0,0,0,0
9/07/2014,0:00,5044,1763,2076,576,629,,,,,,,,,,,1502,729,773,1747,922,825,1331,825,506,,,,,,,,,,,,,,,,,,,957,212,192,278,275,,,,,,,,,,,,,,226,49,33,62,82,,,,,,206,27,24,82,73,,,,,0,0,0,0,0,0,0,0,0,0
10/07/2014,0:00,4313,1450,1816,511,536,,,,,,,,,,,1353,654,699,1643,840,803,1094,622,472,,,,,,,,,,,,,,,,,,,807,189,184,223,211,,,,,,,,,,,,,,221,38,39,68,76,,,,,,164,17,13,67,67,,,,,0,0,0,0,0,0,0,0,0,0
11/07/2014,0:00,4320,1438,1978,452,452,,,,,,,,,,,1377,682,695,1504,787,717,1261,810,451,,,,,,,,,,,,,,,,,,,901,207,208,244,242,,,,,,,,,,,,,,243,59,38,66,80,,,,,,183,26,19,73,65,,,,,889,583,306,0,0,0,0,0,0,0
12/07/2014,0:00,4100,1153,1894,526,527,,,,,,,,,,,896,422,474,845,425,420,1302,885,417,,,,,,,,,,,,,,,,,,,1155,243,240,342,330,,,,,,,,,,,,,,166,40,35,43,48,,,,,,179,26,23,72,58,,,,,650,441,209,0,0,0,0,0,0,0
13/07/2014,0:00,4675,1313,2065,652,645,,,,,,,,,,,1045,502,543,1042,530,512,1322,871,451,,,,,,,,,,,,,,,,,,,1758,320,323,567,548,,,,,,,,,,,,,,160,37,33,37,53,,,,,,302,75,36,97,94,,,,,466,339,127,0,0,0,0,0,0,0
14/07/2014,0:00,4803,1667,1907,583,646,,,,,,,,,,,1394,699,695,1623,854,769,1092,623,469,,,,,,,,,,,,,,,,,,,929,233,210,243,243,,,,,,,,,,,,,,245,49,42,72,82,,,,,,161,24,25,57,55,,,,,449,284,165,0,0,0,0,0,0,0
15/07/2014,0:00,4548,1587,1887,518,556,,,,,,,,,,,1459,705,754,1663,857,806,1166,690,476,,,,,,,,,,,,,,,,,,,780,195,169,206,210,,,,,,,,,,,,,,254,53,41,72,88,,,,,,192,36,23,70,63,,,,,211,139,72,0,0,0,0,0,0,0
16/07/2014,0:00,4710,1626,1994,535,555,,,,,,,,,,,1418,691,727,1735,901,834,1219,728,491,,,,,,,,,,,,,,,,,,,775,181,157,209,228,,,,,,,,,,,,,,242,59,46,61,76,,,,,,164,21,19,59,65,,,,,350,216,134,0,0,0,0,0,0,0
17/07/2014,0:00,5355,1795,2296,621,643,,,,,,,,,,,1693,838,855,1831,944,887,1303,771,532,,,,,,,,,,,,,,,,,,,998,204,212,288,294,,,,,,,,,,,,,,282,69,46,76,91,,,,,,208,36,23,77,72,,,,,624,396,228,0,0,0,0,0,0,0
18/07/2014,0:00,3984,1338,1813,423,410,,,,,,,,,,,1464,730,734,1443,719,724,1266,794,472,,,,,,,,,,,,,,,,,,,640,158,139,169,174,,,,,,,,,,,,,,204,38,36,51,79,,,,,,165,22,24,63,56,,,,,481,307,174,0,0,0,0,0,0,0
19/07/2014,0:00,3756,916,1742,544,554,,,,,,,,,,,890,416,474,981,469,512,1270,856,414,,,,,,,,,,,,,,1979,780,702,190,307,1148,262,265,325,296,,,,,,,,,,,,,,210,39,44,42,85,,,,,,185,33,33,63,56,,,,,75,27,48,0,0,0,0,0,0,0
20/07/2014,0:00,4882,1306,2161,698,717,,,,,,,,,,,1065,481,584,1187,563,624,1397,914,483,,,,,,,,,,,,,,4572,1629,1558,588,797,1760,325,296,577,562,,,,,,,,,,,,,,176,37,46,41,52,,,,,,247,32,32,98,85,,,,,0,0,0,0,0,0,0,0,0,0
21/07/2014,0:00,5204,1864,2057,611,672,,,,,,,,,,,1543,753,790,1886,969,917,1227,717,510,,,,,,,,,,,,,,3027,1017,903,478,629,898,208,184,257,249,,,,,,,,,,,,,,294,66,54,76,98,,,,,,169,29,20,60,60,,,,,0,0,0,0,0,0,0,0,0,0
22/07/2014,0:00,5125,1843,2172,556,554,,,,,,,,,,,1638,821,817,1906,1004,902,1311,806,505,,,,,,,,,,,,,,2823,901,803,522,597,808,180,156,233,239,,,,,,,,,,,,,,261,53,42,74,92,,,,,,204,26,27,76,75,,,,,0,0,0,0,0,0,0,0,0,0
23/07/2014,0:00,5587,1951,2377,612,647,,,,,,,,,,,1783,845,938,2032,1053,979,1391,847,544,,,,,,,,,,,,,,3685,1306,1172,525,682,920,234,204,242,240,,,,,,,,,,,,,,266,63,36,64,103,,,,,,242,79,25,70,68,,,,,0,0,0,0,0,0,0,0,0,0
24/07/2014,0:00,5390,1900,2328,547,615,,,,,,,,,,,1699,820,879,2004,1040,964,1362,839,523,,,,,,,,,,,,,,3322,1103,1063,511,645,1040,200,190,320,330,,,,,,,,,,,,,,312,64,43,91,114,,,,,,220,27,28,84,81,,,,,0,0,0,0,0,0,0,0,0,0
25/07/2014,0:00,4911,1668,2189,525,529,,,,,,,,,,,1507,737,770,2025,1083,942,1397,945,452,,,,,,,,,,,,,,2968,986,917,451,614,825,183,178,225,239,,,,,,,,,,,,,,251,47,39,69,96,,,,,,178,22,21,74,61,,,,,0,0,0,0,0,5,5,0,0,0
26/07/2014,0:00,3919,1127,1815,500,477,,,,,,,,,,,930,465,465,859,466,393,1247,793,454,676,361,315,,,,,,,,,,,3240,1143,1106,396,595,1135,209,183,370,373,,,,,,,,,,,,,,144,32,28,39,45,,,,,,128,17,10,50,51,,,,,2,1,1,0,0,2259,914,1328,7,10
27/07/2014,0:00,5204,1451,2377,687,689,,,,,,,,,,,1300,641,659,957,486,471,1505,995,510,3117,1444,1673,,,,,,,,,,,4885,1718,1624,647,896,2079,614,261,587,617,,,,,,,,,,,,,,190,37,49,46,58,,,,,,218,25,25,85,83,,,,,0,0,0,0,0,0,0,0,0,0
28/07/2014,0:00,5585,2001,2156,688,740,,,,,,,,,,,2239,1048,1191,2926,1508,1418,1196,730,466,4899,2254,2645,,,,,,,,,,,3515,1223,1119,506,667,968,240,239,240,249,,,,,,,,,,,,,,331,63,56,98,114,,,,,,171,24,18,67,62,,,,,0,0,0,0,0,4,2,2,0,0
29/07/2014,0:00,6166,2148,2645,650,723,,,,,,,,,,,2369,1140,1229,3035,1568,1467,1509,920,589,5554,2677,2877,,,,,,,,,,,3706,1226,1150,601,729,1122,258,220,325,319,,,,,,,,,,,,,,358,77,73,110,98,,,,,,208,28,29,79,72,,,,,0,0,0,0,0,3,1,2,0,0
30/07/2014,0:00,5965,2023,2531,663,748,,,,,,,,,,,2432,1166,1266,2946,1533,1413,1421,872,549,5631,2657,2974,,,,,,,,,,,3615,1172,1145,572,726,1129,264,245,309,311,,,,,,,,,,,,,,289,63,59,70,97,,,,,,221,29,23,84,85,,,,,0,0,0,0,0,14,7,5,1,1
31/07/2014,0:00,5690,1962,2415,635,678,,,,,,,,,,,2211,1074,1137,2741,1454,1287,1434,879,555,5161,2421,2740,,,,,,,,,,,3228,1072,1008,502,646,923,191,182,274,276,,,,,,,,,,,,,,307,68,47,83,109,,,,,,217,43,25,79,70,,,,,0,0,0,0,0,5,2,2,0,1
1/08/2014,0:00,5211,1804,2324,552,531,,,,,,,,,,,1999,951,1048,2260,1216,1044,1375,957,418,4399,2140,2259,,,,,,,,,,,2869,929,849,458,633,944,193,174,291,286,,,,,,,,,,,,,,236,45,36,76,79,,,,,,194,26,24,75,69,,,,,0,0,0,0,0,5,1,4,0,0
2/08/2014,0:00,4600,1277,2164,571,588,,,,,,,,,,,1033,486,547,1070,566,504,1481,956,525,5659,2603,3056,,,,,,,,,,,3822,1405,1273,491,653,1423,328,249,430,416,,,,,,,,,,,,,,151,29,19,46,57,,,,,,171,24,19,84,44,,,,,0,0,0,0,0,314,152,95,42,25
3/08/2014,0:00,5580,928,1307,2786,559,,,,,,,,,,,1348,702,646,1991,1019,972,3320,2873,447,2053,891,1162,,,,,,,,,,,3353,1281,1210,354,508,1581,249,241,553,538,,,,,,,,,,,,,,163,24,27,46,66,,,,,,251,34,23,97,97,,,,,0,0,0,0,0,2456,427,1878,103,48
4/08/2014,0:00,4401,1460,1693,578,670,,,,,,,,,,,1993,946,1047,3068,1587,1481,1016,558,458,1902,913,989,,,,,,,,,,,2735,965,858,421,491,687,187,162,165,173,,,,,,,,,,,,,,287,57,46,91,93,,,,,,133,20,15,51,47,,,,,0,0,0,0,0,3,2,1,0,0
5/08/2014,0:00,5835,2044,2408,655,728,,,,,,,,,,,2353,1138,1215,3143,1613,1530,1422,865,557,3981,1704,2277,,,,,,,,,,,3327,1116,1021,518,672,1018,224,206,294,294,,,,,,,,,,,,,,284,72,46,91,75,,,,,,203,40,26,69,68,,,,,0,0,0,0,0,22,10,8,2,2
6/08/2014,0:00,6067,2163,2589,636,679,,,,,,,,,,,2445,1188,1257,3014,1558,1456,1438,920,518,4222,1865,2357,,,,,,,,,,,3613,1213,1170,541,689,1035,244,211,296,284,,,,,,,,,,,,,,302,64,60,71,107,,,,,,207,29,25,77,76,,,,,0,0,0,0,0,52,21,15,8,8
7/08/2014,0:00,5762,2007,2463,608,684,,,,,,,,,,,2444,1172,1272,2999,1558,1441,1376,836,540,5405,2401,3004,,,,,,,,,,,3440,1163,1076,519,682,1111,259,212,312,328,,,,,,,,,,,,,,311,72,49,84,106,,,,,,249,23,24,103,99,,,,,0,0,0,0,0,18,9,6,0,3
8/08/2014,0:00,4967,1656,2264,524,523,,,,,,,,,,,2106,1030,1076,2709,1418,1291,1409,943,466,4306,1924,2382,,,,,,,,,,,3412,1516,853,440,603,864,175,151,272,266,,,,,,,,,,,,,,293,60,62,84,87,,,,,,189,26,14,73,76,,,,,0,0,0,0,0,34,11,14,5,4
9/08/2014,0:00,4091,1097,1957,523,514,,,,,,,,,,,1025,465,560,1179,595,584,1274,847,427,2393,918,1475,,,,,,,,,,,3230,1175,1080,391,584,1106,229,227,324,326,,,,,,,,,,,,,,163,29,28,45,61,,,,,,160,20,21,70,49,,,,,0,0,0,0,0,13,7,2,2,2
10/08/2014,0:00,5298,1439,2368,764,727,,,,,,,,,,,1242,546,696,1336,701,635,1438,994,444,2749,1292,1457,,,,,,,,,,,5078,1796,1774,640,868,1765,298,301,583,583,,,,,,,,,,,,,,203,34,52,46,71,,,,,,240,32,29,92,87,,,,,0,0,0,0,0,1,0,1,0,0
11/08/2014,0:00,5687,1978,2231,674,804,,,,,,,,,,,2287,1086,1201,3074,1570,1504,1209,731,478,5011,2283,2728,,,,,,,,,,,3571,1237,1095,576,663,1051,235,211,304,301,,,,,,,,,,,,,,302,61,46,95,100,,,,,,220,38,27,79,76,,,,,0,0,0,0,0,23,5,6,6,6
12/08/2014,0:00,5692,2028,2422,631,611,,,,,,,,,,,2259,1108,1151,2969,1551,1418,1320,818,502,4666,1999,2667,,,,,,,,,,,3246,1040,961,562,683,910,179,174,286,271,,,,,,,,,,,,,,337,72,64,95,106,,,,,,194,34,24,66,70,,,,,0,0,0,0,0,20,5,7,8,0
13/08/2014,0:00,5701,1650,2569,736,746,,,,,,,,,,,1367,578,789,1174,606,568,1578,1061,517,2743,1206,1537,,,,,,,,,,,4594,1617,1457,676,844,1988,386,349,637,616,,,,,,,,,,,,,,184,39,36,54,55,,,,,,285,40,29,105,111,,,,,0,0,0,0,0,3,0,3,0,0
14/08/2014,0:00,5076,1810,2120,549,597,,,,,,,,,,,2243,1106,1137,2738,1405,1333,1265,762,503,3159,1326,1833,,,,,,,,,,,3155,1021,932,543,659,832,196,185,220,231,,,,,,,,,,,,,,312,66,52,84,110,,,,,,202,28,28,73,73,,,,,0,0,0,0,0,6,3,3,0,0
15/08/2014,0:00,4202,1385,1898,443,476,,,,,,,,,,,1682,832,850,2413,1263,1150,1194,789,405,1829,1010,819,,,,,,,,,,,2169,703,636,361,469,481,116,117,120,128,,,,,,,,,,,,,,182,36,24,60,62,,,,,,129,25,20,42,42,,,,,0,0,0,0,0,4,2,1,0,1
16/08/2014,0:00,710,129,183,182,216,,,,,,,,,,,201,98,103,315,203,112,174,104,70,572,195,377,,,,,,,,,,,790,366,336,41,47,184,64,61,30,29,,,,,,,,,,,,,,45,9,14,10,12,,,,,,40,13,10,10,7,,,,,0,0,0,0,0,1,0,1,0,0
17/08/2014,0:00,3944,966,1407,799,772,,,,,,,,,,,976,462,514,1131,545,586,934,580,354,1819,798,1021,,,,,,,,,,,3844,1484,1392,409,559,1435,340,327,378,390,,,,,,,,,,,,,,162,54,34,37,37,,,,,,152,21,23,63,45,,,,,0,0,0,0,0,2,1,1,0,0
18/08/2014,0:00,5004,1740,2095,570,599,,,,,,,,,,,2144,1028,1116,3005,1500,1505,1149,676,473,3330,1424,1906,,,,,,,,,,,3031,1005,948,486,592,778,192,179,204,203,,,,,,,,,,,,,,312,63,57,94,98,,,,,,201,28,30,73,70,,,,,0,0,0,0,0,18,10,6,1,1
19/08/2014,0:00,6161,2115,2545,725,776,,,,,,,,,,,2518,1225,1293,3091,1563,1528,1415,848,567,4714,2072,2642,,,,,,,,,,,3793,1264,1146,611,772,975,231,215,273,256,,,,,,,,,,,,,,353,81,48,103,121,,,,,,211,37,28,76,70,,,,,0,0,0,0,0,924,333,381,108,102
20/08/2014,0:00,6203,2152,2614,699,738,,,,,,,,,,,2366,1131,1235,3119,1607,1512,1488,925,563,5125,2273,2852,,,,,,,,,,,3707,1275,1180,535,717,1086,229,226,317,314,,,,,,,,,,,,,,314,75,45,91,103,,,,,,230,40,31,75,84,,,,,0,0,0,0,0,3100,908,811,870,511
21/08/2014,0:00,5532,1973,2358,589,612,,,,,,,,,,,2341,1130,1211,3036,1569,1467,1364,800,564,3636,1493,2143,,,,,,,,,,,3233,1099,1008,481,645,902,202,189,243,268,,,,,,,,,,,,,,343,65,47,104,127,,,,,,222,36,29,78,79,,,,,0,0,0,0,0,2834,792,765,759,518
22/08/2014,0:00,1747,651,678,204,214,,,,,,,,,,,967,479,488,2053,1112,941,420,219,201,853,429,424,,,,,,,,,,,987,372,326,118,171,161,45,33,41,42,,,,,,,,,,,,,,95,21,21,28,25,,,,,,70,12,9,23,26,,,,,0,0,0,0,0,1026,321,301,226,178
23/08/2014,0:00,853,143,194,254,262,,,,,,,,,,,200,107,93,574,280,294,209,119,90,831,347,484,,,,,,,,,,,841,400,347,41,53,241,99,82,32,28,,,,,,,,,,,,,,21,11,7,1,2,,,,,,31,7,9,7,8,,,,,0,0,0,0,0,944,449,384,58,53
24/08/2014,0:00,4271,989,1690,813,779,,,,,,,,,,,907,461,446,1159,604,555,957,633,324,957,492,465,,,,,,,,,,,4551,1880,1795,353,523,1355,340,287,361,367,,,,,,,,,,,,,,133,38,32,31,32,,,,,,150,52,16,45,37,,,,,0,0,0,0,0,2448,1006,920,358,164
25/08/2014,0:00,5885,2029,2347,718,791,,,,,,,,,,,2244,1072,1172,3054,1586,1468,1280,775,505,3476,1419,2057,,,,,,,,,,,3573,1263,1112,498,700,993,233,202,280,278,,,,,,,,,,,,,,311,61,56,93,101,,,,,,197,39,34,67,57,,,,,0,0,0,0,0,3009,932,784,795,498
26/08/2014,0:00,6692,2295,2815,766,816,,,,,,,,,,,2547,1249,1298,3137,1599,1538,1522,963,559,4307,1794,2513,,,,,,,,,,,3615,1170,1090,587,768,1157,231,213,347,366,,,,,,,,,,,,,,359,65,48,130,116,,,,,,225,40,35,75,75,,,,,0,0,0,0,0,3120,868,827,920,505
27/08/2014,0:00,5116,1890,2216,508,502,,,,,,,,,,,2202,1091,1111,2692,1390,1302,1248,788,460,4554,1969,2585,,,,,,,,,,,2663,876,766,462,559,774,171,164,216,223,,,,,,,,,,,,,,275,49,41,97,88,,,,,,186,25,24,68,69,,,,,0,0,0,0,0,2590,757,617,752,464
28/08/2014,0:00,4431,1546,1796,520,569,,,,,,,,,,,2057,991,1066,2944,1546,1398,1010,542,468,2144,1077,1067,,,,,,,,,,,2775,1061,883,356,475,799,211,181,201,206,,,,,,,,,,,,,,293,58,56,74,105,,,,,,138,30,17,48,43,,,,,0,0,0,0,0,2459,772,708,568,411
29/08/2014,0:00,5419,1766,2526,540,587,,,,,,,,,,,2113,1003,1110,2568,1354,1214,1669,1080,589,5563,2477,3086,,,,,,,,,,,3094,1007,992,468,627,928,213,204,249,262,,,,,,,,,,,,,,300,49,47,98,106,,,,,,186,22,21,74,69,,,,,0,0,0,0,0,2646,766,694,782,404
30/08/2014,0:00,4666,1318,2099,627,622,,,,,,,,,,,1165,542,623,1187,604,583,1382,906,476,4840,2094,2746,,,,,,,,,,,3763,1381,1243,466,673,1461,300,293,437,431,,,,,,,,,,,,,,131,24,23,30,54,,,,,,203,20,18,84,81,,,,,0,0,0,0,0,2454,875,775,560,244
31/08/2014,0:00,5635,1558,2622,727,728,,,,,,,,,,,1401,635,766,1322,697,625,1379,972,407,3516,1574,1942,,,,,,,,,,,4524,1589,1512,568,855,1931,327,306,628,670,,,,,,,,,,,,,,177,31,22,54,70,,,,,,244,32,27,96,89,,,,,0,0,0,0,0,2756,953,824,700,279
1/09/2014,0:00,6071,2108,2419,711,833,,,,,,,,,,,2232,1099,1133,3037,1635,1402,1220,748,472,4952,2122,2830,,,,,,,,,,,3512,1204,1095,525,688,1152,296,281,285,290,,,,,,,,,,,,,,361,68,67,106,120,,,,,,187,31,25,69,62,,,,,0,0,0,0,0,3003,847,811,850,495
2/09/2014,0:00,6674,2195,2855,779,845,,,,,,,,,,,2456,1183,1273,2900,1505,1395,1612,993,619,2608,1283,1325,,,,,,,,,,,3658,1261,1107,567,723,1034,232,223,290,289,,,,,,,,,,,,,,384,84,58,111,131,,,,,,242,41,25,91,85,,,,,0,0,0,0,0,3083,880,792,889,522
3/09/2014,0:00,6031,2080,2521,686,744,,,,,,,,,,,2321,1116,1205,2841,1391,1450,1447,863,584,5788,2595,3193,,,,,,,,,,,3591,1208,1126,534,723,1045,251,249,277,268,,,,,,,,,,,,,,312,68,44,96,104,,,,,,209,24,19,82,84,,,,,0,0,0,0,0,3157,886,864,843,564
4/09/2014,0:00,5807,1997,2507,617,686,,,,,,,,,,,2314,1106,1208,2889,1512,1377,1336,804,532,5469,2394,3075,,,,,,,,,,,3488,1171,1052,538,727,1080,236,227,299,318,,,,,,,,,,,,,,363,70,53,122,118,,,,,,239,31,27,94,87,,,,,0,0,0,0,0,3025,869,795,793,568
5/09/2014,0:00,5368,1826,2385,559,598,,,,,,,,,,,2028,1003,1025,2827,1584,1243,1435,922,513,5044,2136,2908,,,,,,,,,,,2935,976,895,460,604,892,189,187,257,259,,,,,,,,,,,,,,420,187,43,84,106,,,,,,246,47,28,92,79,,,,,0,0,0,0,0,2531,746,611,777,397
6/09/2014,0:00,4501,1301,2135,537,528,,,,,,,,,,,1225,543,682,1736,950,786,1399,951,448,3838,1446,2392,,,,,,,,,,,3367,1214,1089,448,616,1315,268,246,413,388,,,,,,,,,,,,,,256,118,25,40,73,,,,,,201,29,39,61,72,,,,,0,0,0,0,0,2260,838,624,550,248
